Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,parent,depth,Source_NodeType,Target_NodeType,Unnamed: 0.1_y,similar_template_node,similarity
600971,1,577681,21438010,1,0,3,37.5294,-41.5884,-25.8273,-110.335,600971,-1,1,1,,,0
600971,0,551287,26016050,1,,,,,,,600971,-1,1,1,,,0
600971,1,571471,28361653,1,0,5,37.5294,-41.5884,21.7176,153.965,600971,-1,1,1,,,0
600971,1,630739,7279028,1,0,1,37.5294,-41.5884,-27.943,-13.9311,600971,-1,1,1,,,0
600971,1,511666,26547510,1,0,1,37.5294,-41.5884,-33.0491,-11.7748,600971,-1,1,1,,,0
600971,1,535085,26142964,1,0,3,37.5294,-41.5884,-25.0122,-111.597,600971,-1,1,1,,,0
600971,1,483723,4765295,1,0,4,37.5294,-41.5884,2.33999,-168.73,600971,-1,1,1,,,0
600971,0,635997,19452618,1,,,,,,,600971,-1,1,1,,,0
600971,1,633489,19276362,1,0,4,37.5294,-41.5884,-5.21478,-154.391,600971,-1,1,1,,,0
600971,1,591921,2959463,1,0,5,37.5294,-41.5884,20.8602,155.207,600971,-1,1,1,,,0
600971,0,478964,10386775,1,,,,,,,600971,-1,1,1,,,0
600971,0,595882,24907712,1,,,,,,,600971,-1,1,1,,,0
600971,1,556019,18059554,1,0,1,37.5294,-41.5884,-29.7813,-14.1673,600971,-1,1,1,,,0
600971,1,627927,17990979,1,0,1,37.5294,-41.5884,-30.3973,-12.2021,600971,-1,1,1,,,0
600971,1,494654,14438423,1,0,4,37.5294,-41.5884,-2.52049,-169.246,600971,-1,1,1,,,0
600971,0,466205,19443299,1,,,,,,,600971,-1,1,1,,,0
600971,1,495302,22852548,1,0,4,37.5294,-41.5884,0.657712,-164.153,600971,-1,1,1,,,0
600971,1,550821,3728698,1,0,2,37.5294,-41.5884,-22.6288,92.1631,600971,-1,1,1,,,0
600971,0,530941,12533802,1,,,,,,,600971,-1,1,1,,,0
600971,1,636457,20229127,1,0,4,37.5294,-41.5884,3.31909,-166.392,600971,-1,1,1,,,0
600971,0,642035,17644554,1,,,,,,,600971,-1,1,1,,,0
600971,1,476885,20141467,1,0,2,37.5294,-41.5884,-25.6082,89.6147,600971,-1,1,1,,,0
600971,0,627124,19880404,1,,,,,,,600971,-1,1,1,,,0
600971,1,478801,31379058,1,0,4,37.5294,-41.5884,-5.03641,-164.993,600971,-1,1,1,,,0
600971,1,562407,24841218,1,0,2,37.5294,-41.5884,-21.7968,87.3126,600971,-1,1,1,,,0
600971,0,593287,23519541,1,,,,,,,600971,-1,1,1,,,0
600971,1,540324,11750776,1,0,3,37.5294,-41.5884,-24.7375,-110.196,600971,-1,1,1,,,0
600971,1,511399,21258226,1,0,4,37.5294,-41.5884,4.37573,-162.945,600971,-1,1,1,,,0
600971,1,476918,19649347,1,0,1,37.5294,-41.5884,-29.8863,-13.3936,600971,-1,1,1,,,0
600971,0,486629,7539844,1,,,,,,,600971,-1,1,1,,,0
600971,1,645739,25347627,1,0,0,37.5294,-41.5884,24.6435,-38.2752,600971,-1,1,1,,,0
600971,1,515573,30165322,1,0,0,37.5294,-41.5884,33.196,-38.8377,600971,-1,1,1,,,0
600971,1,609632,3125900,1,0,0,37.5294,-41.5884,37.9495,-45.0732,600971,-1,1,1,,,0
600971,0,636345,25755009,1,,,,,,,600971,-1,1,1,,,0
600971,0,516143,6490097,1,,,,,,,600971,-1,1,1,,,0
600971,0,469489,26895638,1,,,,,,,600971,-1,1,1,,,0
600971,1,485041,7619139,1,0,3,37.5294,-41.5884,-24.6023,-111.304,600971,-1,1,1,,,0
600971,1,480725,22435779,1,0,4,37.5294,-41.5884,0.880733,-165.582,600971,-1,1,1,,,0
600971,1,538081,22407027,1,0,0,37.5294,-41.5884,31.2533,-39.1401,600971,-1,1,1,,,0
600971,1,513601,3297528,1,0,4,37.5294,-41.5884,4.3912,-164.052,600971,-1,1,1,,,0
600971,0,619761,573515,1,,,,,,,600971,-1,1,1,,,0
600971,0,639639,19907921,1,,,,,,,600971,-1,1,1,,,0
600971,1,642508,123114,1,0,2,37.5294,-41.5884,-19.7005,88.3433,600971,-1,1,1,,,0
600971,0,463524,31193533,1,,,,,,,600971,-1,1,1,,,0
600971,1,491184,14260220,1,0,3,37.5294,-41.5884,-24.0071,-110.976,600971,-1,1,1,,,0
600971,1,639799,19575009,1,0,4,37.5294,-41.5884,2.59474,-160.201,600971,-1,1,1,,,0
600971,0,526290,11103400,1,,,,,,,600971,-1,1,1,,,0
600971,1,618615,24996013,1,0,1,37.5294,-41.5884,-24.3182,-15.2991,600971,-1,1,1,,,0
600971,1,599694,8844720,1,0,0,37.5294,-41.5884,39.6716,-44.9258,600971,-1,1,1,,,0
600971,1,524685,4524347,1,0,2,37.5294,-41.5884,-21.7305,90.4289,600971,-1,1,1,,,0
600971,0,510009,23089121,1,,,,,,,600971,-1,1,1,,,0
600971,0,491054,30886383,1,,,,,,,600971,-1,1,1,,,0
600971,1,541869,6950938,1,0,4,37.5294,-41.5884,-0.843631,-175.835,600971,-1,1,1,,,0
600971,0,501230,22910041,1,,,,,,,600971,-1,1,1,,,0
600971,0,474446,12361960,1,,,,,,,600971,-1,1,1,,,0
600971,1,542731,2696383,1,0,1,37.5294,-41.5884,-29.5299,-14.3046,600971,-1,1,1,,,0
600971,1,471267,24374900,1,0,4,37.5294,-41.5884,0.554292,-164.546,600971,-1,1,1,,,0
600971,1,626413,14689823,1,0,4,37.5294,-41.5884,2.1327,-166.123,600971,-1,1,1,,,0
600971,0,492798,31288353,1,,,,,,,600971,-1,1,1,,,0
600971,0,550321,20364013,1,,,,,,,600971,-1,1,1,,,0
600971,1,465922,9786018,1,0,0,37.5294,-41.5884,36.7245,-45.5108,600971,-1,1,1,,,0
600971,1,484318,21778609,1,0,2,37.5294,-41.5884,-23.6458,94.654,600971,-1,1,1,,,0
600971,1,554070,27657776,1,0,2,37.5294,-41.5884,-17.5452,93.916,600971,-1,1,1,,,0
600971,1,558933,18836406,1,0,2,37.5294,-41.5884,-21.6446,90.7167,600971,-1,1,1,,,0
600971,1,528637,1514186,1,0,2,37.5294,-41.5884,-21.7409,93.4373,600971,-1,1,1,,,0
600971,1,482136,3948529,1,0,1,37.5294,-41.5884,-27.3971,-13.1935,600971,-1,1,1,,,0
600971,1,584936,961241,1,0,4,37.5294,-41.5884,0.553704,-173.981,600971,-1,1,1,,,0
600971,0,490816,25056044,1,,,,,,,600971,-1,1,1,,,0
600971,0,543441,25752261,1,,,,,,,600971,-1,1,1,,,0
600971,1,654588,7643002,1,0,0,37.5294,-41.5884,43.606,-37.819,600971,-1,1,1,,,0
600971,1,512812,10974145,1,0,0,37.5294,-41.5884,36.0954,-46.3815,600971,-1,1,1,,,0
600971,1,578547,30679481,1,0,2,37.5294,-41.5884,-23.1008,90.3306,600971,-1,1,1,,,0
600971,1,614722,23943853,1,0,1,37.5294,-41.5884,-28.2452,-16.3746,600971,-1,1,1,,,0
600971,1,539062,22908437,1,0,0,37.5294,-41.5884,33.3194,-35.9046,600971,-1,1,1,,,0
600971,1,622691,15907511,1,0,2,37.5294,-41.5884,-20.8176,90.8063,600971,-1,1,1,,,0
600971,1,570313,11690919,1,0,4,37.5294,-41.5884,-1.79815,-164.546,600971,-1,1,1,,,0
600971,1,616650,12541501,1,0,1,37.5294,-41.5884,-28.7801,-12.0206,600971,-1,1,1,,,0
600971,0,583023,13694903,1,,,,,,,600971,-1,1,1,,,0
600971,1,557081,28433439,1,0,1,37.5294,-41.5884,-29.321,-13.9054,600971,-1,1,1,,,0
600971,1,501970,26893129,1,0,0,37.5294,-41.5884,27.2915,-36.1312,600971,-1,1,1,,,0
600971,1,460225,12658932,1,0,2,37.5294,-41.5884,-21.0074,86.2238,600971,-1,1,1,,,0
600971,1,486554,25085665,1,0,4,37.5294,-41.5884,9.0762,-164.191,600971,-1,1,1,,,0
600971,1,483953,28518517,1,0,2,37.5294,-41.5884,-23.6369,91.7173,600971,-1,1,1,,,0
600971,1,625078,22464752,1,0,1,37.5294,-41.5884,-32.1451,-15.8255,600971,-1,1,1,,,0
600971,1,471136,20306151,1,0,1,37.5294,-41.5884,-26.9699,-11.0511,600971,-1,1,1,,,0
600971,1,525560,13579972,1,0,2,37.5294,-41.5884,-23.4429,89.5042,600971,-1,1,1,,,0
600971,1,566714,24817723,1,0,2,37.5294,-41.5884,-22.7688,91.7637,600971,-1,1,1,,,0
600971,1,570970,22737804,1,0,1,37.5294,-41.5884,-28.1815,-10.0757,600971,-1,1,1,,,0
600971,1,555611,3356300,1,0,4,37.5294,-41.5884,-1.98395,-163.689,600971,-1,1,1,,,0
600971,1,640181,25506416,1,0,2,37.5294,-41.5884,-22.6102,91.8795,600971,-1,1,1,,,0
600971,1,554380,29986979,1,0,4,37.5294,-41.5884,2.94942,-163.616,600971,-1,1,1,,,0
600971,1,604199,14694749,1,0,5,37.5294,-41.5884,23.858,159.547,600971,-1,1,1,,,0
600971,0,580031,7607111,1,,,,,,,600971,-1,1,1,,,0
600971,1,582930,10031554,1,0,3,37.5294,-41.5884,-25.315,-111.429,600971,-1,1,1,,,0
600971,1,503692,26967621,1,0,4,37.5294,-41.5884,-1.44645,-166.094,600971,-1,1,1,,,0
600971,1,528949,27134686,1,0,0,37.5294,-41.5884,39.0864,-32.4287,600971,-1,1,1,,,0
600971,1,457311,18883226,1,0,5,37.5294,-41.5884,18.2706,152.817,600971,-1,1,1,,,0
600971,1,606213,3157239,1,0,4,37.5294,-41.5884,2.47971,-168.683,600971,-1,1,1,,,0
600971,1,487708,22080042,1,0,3,37.5294,-41.5884,-25.6293,-111.245,600971,-1,1,1,,,0
600971,0,557033,1799869,1,,,,,,,600971,-1,1,1,,,0
600971,1,539167,25767813,1,0,2,37.5294,-41.5884,-20.858,91.0987,600971,-1,1,1,,,0
600971,0,475235,14969093,1,,,,,,,600971,-1,1,1,,,0
600971,0,542296,10312230,1,,,,,,,600971,-1,1,1,,,0
600971,1,575593,11161841,1,0,4,37.5294,-41.5884,4.1537,-165.172,600971,-1,1,1,,,0
600971,1,542727,19532881,1,0,4,37.5294,-41.5884,6.94115,-162.658,600971,-1,1,1,,,0
600971,0,641910,22335607,1,,,,,,,600971,-1,1,1,,,0
600971,0,512802,28432677,1,,,,,,,600971,-1,1,1,,,0
600971,1,501383,17540448,1,0,0,37.5294,-41.5884,31.0783,-37.842,600971,-1,1,1,,,0
600971,1,607968,27152327,1,0,3,37.5294,-41.5884,-24.9869,-111.499,600971,-1,1,1,,,0
600971,1,635846,8478729,1,0,4,37.5294,-41.5884,3.4732,-165.707,600971,-1,1,1,,,0
600971,1,608686,2008080,1,0,4,37.5294,-41.5884,-2.02381,-160.934,600971,-1,1,1,,,0
600971,1,612150,5324438,1,0,3,37.5294,-41.5884,-25.3423,-110.643,600971,-1,1,1,,,0
600971,1,528700,5980094,1,0,4,37.5294,-41.5884,-8.42547,-167.378,600971,-1,1,1,,,0
600971,1,613450,13067034,1,0,4,37.5294,-41.5884,-3.72843,-164.491,600971,-1,1,1,,,0
600971,0,496469,1217783,1,,,,,,,600971,-1,1,1,,,0
600971,1,608261,17144658,1,0,3,37.5294,-41.5884,-25.1336,-111.181,600971,-1,1,1,,,0
600971,1,499134,24460245,1,0,1,37.5294,-41.5884,-25.7536,-17.932,600971,-1,1,1,,,0
600971,1,470784,21610929,1,0,0,37.5294,-41.5884,29.5837,-41.4059,600971,-1,1,1,,,0
600971,0,524982,3933298,1,,,,,,,600971,-1,1,1,,,0
600971,1,629907,8077234,1,0,0,37.5294,-41.5884,30.3923,-43.5909,600971,-1,1,1,,,0
600971,1,578036,8490664,1,0,4,37.5294,-41.5884,-0.942916,-170.471,600971,-1,1,1,,,0
600971,1,536130,12023308,1,0,4,37.5294,-41.5884,-0.3124,-164.833,600971,-1,1,1,,,0
600971,1,465498,26190022,1,0,4,37.5294,-41.5884,0.217854,-163.243,600971,-1,1,1,,,0
600971,0,460286,21772848,1,,,,,,,600971,-1,1,1,,,0
600971,1,482527,27069718,1,0,1,37.5294,-41.5884,-27.8768,-13.9782,600971,-1,1,1,,,0
600971,1,465085,9518094,1,0,5,37.5294,-41.5884,22.9112,150.368,600971,-1,1,1,,,0
600971,1,595221,9774764,1,0,0,37.5294,-41.5884,34.3089,-41.0369,600971,-1,1,1,,,0
600971,1,501063,29990435,1,0,4,37.5294,-41.5884,6.68316,-166.028,600971,-1,1,1,,,0
600971,1,496276,14169618,1,0,4,37.5294,-41.5884,5.92667,-164.372,600971,-1,1,1,,,0
600971,0,469837,14862875,1,,,,,,,600971,-1,1,1,,,0
600971,0,579771,6680197,1,,,,,,,600971,-1,1,1,,,0
600971,1,554368,12358995,1,0,4,37.5294,-41.5884,-1.11593,-162.104,600971,-1,1,1,34,72,99.95180106645114
600971,0,587749,27577949,1,,,,,,,600971,-1,1,1,,,0
600971,1,465054,5974858,1,0,5,37.5294,-41.5884,21.2387,157.976,600971,-1,1,1,,,0
600971,1,643871,1158946,1,0,4,37.5294,-41.5884,5.2028,-165.457,600971,-1,1,1,,,0
600971,1,472842,28221489,1,0,2,37.5294,-41.5884,-23.052,92.2006,600971,-1,1,1,,,0
600971,0,544957,20078421,1,,,,,,,600971,-1,1,1,,,0
600971,1,515202,23000664,1,0,2,37.5294,-41.5884,-22.0009,90.7999,600971,-1,1,1,,,0
600971,1,544047,19993383,1,0,1,37.5294,-41.5884,-28.9561,-11.6212,600971,-1,1,1,,,0
600971,0,567137,24134457,1,,,,,,,600971,-1,1,1,,,0
600971,1,502348,19483221,1,0,1,37.5294,-41.5884,-32.224,-13.473,600971,-1,1,1,,,0
600971,1,599881,17799675,1,0,2,37.5294,-41.5884,-19.2401,89.5815,600971,-1,1,1,,,0
600971,1,499977,1944685,1,0,5,37.5294,-41.5884,23.2906,156.765,600971,-1,1,1,,,0
600971,1,603968,26106874,1,0,3,37.5294,-41.5884,-24.7078,-110.043,600971,-1,1,1,,,0
600971,0,581412,19620747,1,,,,,,,600971,-1,1,1,,,0
600971,1,613858,29379382,1,0,2,37.5294,-41.5884,-23.8277,89.723,600971,-1,1,1,,,0
600971,0,549671,16334750,1,,,,,,,600971,-1,1,1,,,0
600971,0,611230,11499150,1,,,,,,,600971,-1,1,1,,,0
600971,0,569370,1065644,1,,,,,,,600971,-1,1,1,,,0
600971,1,577347,12117643,1,0,4,37.5294,-41.5884,6.52381,-161.819,600971,-1,1,1,,,0
600971,1,630498,18751351,1,0,0,37.5294,-41.5884,36.9838,-37.7479,600971,-1,1,1,,,0
600971,0,536859,11577899,1,,,,,,,600971,-1,1,1,,,0
600971,1,647541,448257,1,0,2,37.5294,-41.5884,-21.8619,94.5614,600971,-1,1,1,,,0
600971,0,499564,18362417,1,,,,,,,600971,-1,1,1,,,0
600971,1,556183,23515112,1,0,5,37.5294,-41.5884,20.1583,158.626,600971,-1,1,1,,,0
600971,1,512478,9860744,1,0,4,37.5294,-41.5884,6.94024,-169.882,600971,-1,1,1,,,0
600971,1,596590,29214542,1,0,2,37.5294,-41.5884,-21.6587,91.8736,600971,-1,1,1,,,0
600971,1,638591,18749952,1,0,0,37.5294,-41.5884,35.0116,-36.4452,600971,-1,1,1,,,0
600971,0,541156,30900996,1,,,,,,,600971,-1,1,1,,,0
600971,1,577981,31285237,1,0,2,37.5294,-41.5884,-19.9829,93.6756,600971,-1,1,1,,,0
600971,1,583408,26488569,1,0,4,37.5294,-41.5884,-1.36354,-166.732,600971,-1,1,1,,,0
600971,0,531212,2764811,1,,,,,,,600971,-1,1,1,,,0
600971,1,546574,29131658,1,0,4,37.5294,-41.5884,6.56486,-162.302,600971,-1,1,1,,,0
600971,0,494811,31490642,1,,,,,,,600971,-1,1,1,,,0
600971,0,631263,24908973,1,,,,,,,600971,-1,1,1,,,0
600971,0,593053,23587231,1,,,,,,,600971,-1,1,1,,,0
600971,1,548942,23853973,1,0,0,37.5294,-41.5884,42.9346,-39.3584,600971,-1,1,1,,,0
600971,0,545067,6321527,1,,,,,,,600971,-1,1,1,,,0
600971,1,466778,4172442,1,0,2,37.5294,-41.5884,-24.6857,89.2103,600971,-1,1,1,,,0
600971,0,464776,9959098,1,,,,,,,600971,-1,1,1,,,0
600971,1,560403,19105784,1,0,5,37.5294,-41.5884,18.7421,155.322,600971,-1,1,1,,,0
600971,1,485594,5652663,1,0,5,37.5294,-41.5884,21.984,150.632,600971,-1,1,1,,,0
600971,0,468553,10887658,1,,,,,,,600971,-1,1,1,,,0
600971,1,584513,10505430,1,0,3,37.5294,-41.5884,-25.4484,-109.894,600971,-1,1,1,,,0
600971,1,650994,11601632,1,0,2,37.5294,-41.5884,-21.2224,90.4004,600971,-1,1,1,,,0
600971,0,655376,12044410,1,,,,,,,600971,-1,1,1,,,0
600971,1,576001,10674950,1,0,0,37.5294,-41.5884,30.752,-42.3844,600971,-1,1,1,,,0
600971,1,541814,5890360,1,0,4,37.5294,-41.5884,4.87558,-169.485,600971,-1,1,1,,,0
600971,1,457292,24805486,1,0,4,37.5294,-41.5884,2.07353,-162.355,600971,-1,1,1,,,0
600971,0,524114,605908,1,,,,,,,600971,-1,1,1,,,0
600971,1,605220,5043852,1,0,0,37.5294,-41.5884,31.4953,-43.4671,600971,-1,1,1,,,0
600971,1,523621,19477818,1,0,1,37.5294,-41.5884,-28.5728,-12.2097,600971,-1,1,1,,,0
600971,0,570382,10738852,1,,,,,,,600971,-1,1,1,,,0
600971,1,534657,2911622,1,0,0,37.5294,-41.5884,32.1658,-39.4449,600971,-1,1,1,,,0
600971,1,561260,4505428,1,0,1,37.5294,-41.5884,-32.3927,-11.6597,600971,-1,1,1,,,0
600971,1,495699,7207229,1,0,0,37.5294,-41.5884,28.9617,-43.252,600971,-1,1,1,,,0
600971,0,508681,15315919,1,,,,,,,600971,-1,1,1,,,0
600971,1,458200,30960610,1,0,3,37.5294,-41.5884,-25.1943,-111.342,600971,-1,1,1,,,0
600971,1,654534,10980054,1,0,1,37.5294,-41.5884,-26.412,-13.097,600971,-1,1,1,,,0
600971,1,555685,23773470,1,0,5,37.5294,-41.5884,21.6765,154.218,600971,-1,1,1,,,0
600971,1,463456,7966813,1,0,4,37.5294,-41.5884,3.08609,-166.23,600971,-1,1,1,,,0
600971,0,504173,14174707,1,,,,,,,600971,-1,1,1,,,0
600971,1,468243,14613052,1,0,4,37.5294,-41.5884,-0.917606,-168.847,600971,-1,1,1,,,0
600971,1,576910,26626830,1,0,0,37.5294,-41.5884,29.261,-36.7214,600971,-1,1,1,,,0
600971,1,595645,5363524,1,0,4,37.5294,-41.5884,3.54356,-165.119,600971,-1,1,1,,,0
600971,1,529074,1908812,1,0,4,37.5294,-41.5884,-0.81055,-164.649,600971,-1,1,1,,,0
600971,1,657324,24212907,1,0,5,37.5294,-41.5884,21.3601,154.855,600971,-1,1,1,,,0
600971,1,484555,6093373,1,0,2,37.5294,-41.5884,-21.6563,91.8104,600971,-1,1,1,,,0
600971,0,589243,20148308,1,,,,,,,600971,-1,1,1,,,0
600971,0,467752,204833,1,,,,,,,600971,-1,1,1,,,0
600971,0,553968,173935,1,,,,,,,600971,-1,1,1,,,0
600971,0,599336,241212,1,,,,,,,600971,-1,1,1,,,0
600971,0,626954,241212,1,,,,,,,600971,-1,1,1,,,0
600971,0,643348,190115,1,,,,,,,600971,-1,1,1,,,0
600971,0,599474,356699,1,,,,,,,600971,-1,1,1,,,0
600971,0,564078,380205,1,,,,,,,600971,-1,1,1,,,0
600971,1,637061,371574,1,0,1,37.5294,-41.5884,-27.8115,-14.3528,600971,-1,1,1,,,0
600971,0,626048,358587,1,,,,,,,600971,-1,1,1,,,0
600971,1,589434,358587,1,0,3,37.5294,-41.5884,-25.1249,-110.341,600971,-1,1,1,,,0
600971,1,616039,371396,1,0,0,37.5294,-41.5884,37.3001,-37.6909,600971,-1,1,1,,,0
600971,1,560587,364323,1,0,5,37.5294,-41.5884,23.5146,155.413,600971,-1,1,1,,,0
600971,1,627680,409490,1,0,2,37.5294,-41.5884,-26.4137,91.7694,600971,-1,1,1,,,0
600971,0,467847,503823,1,,,,,,,600971,-1,1,1,,,0
600971,1,654061,503823,1,0,3,37.5294,-41.5884,-25.0258,-111.106,600971,-1,1,1,,,0
600971,0,576446,503823,1,,,,,,,600971,-1,1,1,,,0
600971,0,580372,450482,1,,,,,,,600971,-1,1,1,,,0
600971,1,580780,450482,1,0,4,37.5294,-41.5884,2.74846,-160.451,600971,-1,1,1,,,0
600971,0,536698,444298,1,,,,,,,600971,-1,1,1,,,0
600971,1,586082,482175,1,0,4,37.5294,-41.5884,-0.910531,-166.885,600971,-1,1,1,,,0
600971,0,516704,435959,1,,,,,,,600971,-1,1,1,,,0
600971,0,645394,547027,1,,,,,,,600971,-1,1,1,,,0
600971,0,590532,671598,1,,,,,,,600971,-1,1,1,,,0
600971,0,493895,615409,1,,,,,,,600971,-1,1,1,,,0
600971,0,568264,615409,1,,,,,,,600971,-1,1,1,,,0
600971,0,644795,699145,1,,,,,,,600971,-1,1,1,,,0
600971,0,506067,731560,1,,,,,,,600971,-1,1,1,,,0
600971,0,640189,808631,1,,,,,,,600971,-1,1,1,,,0
600971,1,520035,792023,1,0,4,37.5294,-41.5884,-5.06399,-161.759,600971,-1,1,1,,,0
600971,0,567302,819729,1,,,,,,,600971,-1,1,1,,,0
600971,0,634946,804009,1,,,,,,,600971,-1,1,1,,,0
600971,0,569729,791059,1,,,,,,,600971,-1,1,1,,,0
600971,0,500141,885023,1,,,,,,,600971,-1,1,1,,,0
600971,1,657099,875285,1,0,0,37.5294,-41.5884,39.0074,-36.5006,600971,-1,1,1,,,0
600971,0,602239,877312,1,,,,,,,600971,-1,1,1,,,0
600971,1,595950,964718,1,0,0,37.5294,-41.5884,31.6903,-36.1705,600971,-1,1,1,,,0
